Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Power,Power wear,Temperature difference,Temperature power,Machine failure,Type_L,Type_M
298.0,308.2,1348.0,58.8,202.0,79262.4,16011004.799999999,10.199999999999989,0.00012868648943256816,4,True,False
298.0,308.2,1442.0,44.1,204.0,63592.200000000004,12972808.8,10.199999999999989,0.00016039702982441223,0,True,False
298.0,308.2,1395.0,49.1,206.0,68494.5,14109867.0,10.199999999999989,0.00014891706633379307,0,False,True
297.9,308.1,1627.0,31.4,209.0,51087.799999999996,10677350.2,10.200000000000045,0.0001996562780154958,0,False,True
297.9,308.1,1585.0,33.5,212.0,53097.5,11256670.0,10.200000000000045,0.00019209943970996838,0,True,False
298.0,308.2,1469.0,45.5,214.0,66839.5,14303653.0,10.199999999999989,0.00015260437316257585,0,True,False
298.0,308.3,1362.0,56.8,216.0,77361.59999999999,16710105.599999998,10.300000000000011,0.00013314098984509127,4,True,False
298.0,308.3,1405.0,56.2,218.0,78961.0,17213498.0,10.300000000000011,0.00013044414331125507,4,True,False
298.0,308.3,1662.0,32.7,0.0,54347.4,0.0,10.300000000000011,0.00018952148584844926,0,True,False
298.0,308.2,1466.0,42.6,2.0,62451.6,124903.2,10.199999999999989,0.00016332648002613206,0,False,True
298.0,308.2,1620.0,35.8,5.0,57995.99999999999,289979.99999999994,10.199999999999989,0.00017587419822056677,0,True,False
298.0,308.2,1357.0,48.2,7.0,65407.4,457851.8,10.199999999999989,0.00015594565752498934,0,True,False
298.0,308.2,1514.0,37.9,9.0,57380.6,516425.39999999997,10.199999999999989,0.00017776042774038592,0,True,False
298.0,308.2,1489.0,40.4,11.0,60155.6,661711.6,10.199999999999989,0.00016956027369022982,0,True,False
298.1,308.3,1331.0,63.0,13.0,83853.0,1090089.0,10.199999999999989,0.0001216414439554934,0,True,False
298.0,308.0,1615.0,29.5,15.0,47642.5,714637.5,10.0,0.00020989662591173848,0,True,False
298.1,308.2,1482.0,37.9,17.0,56167.799999999996,954852.6,10.099999999999966,0.00017981833007523824,0,True,False
298.1,308.2,1420.0,63.9,19.0,90738.0,1724022.0,10.099999999999966,0.00011130948444973402,3,False,True
298.2,308.3,1522.0,49.1,22.0,74730.2,1644064.4,10.100000000000023,0.0001351528565426029,0,False,True
298.1,308.2,1654.0,32.1,25.0,53093.4,1327335.0,10.099999999999966,0.0001902308008151666,0,True,False
298.1,308.2,1736.0,26.8,27.0,46524.8,1256169.6,10.099999999999966,0.00021708852053098487,0,False,True
298.0,308.1,1587.0,32.3,30.0,51260.1,1537803.0,10.100000000000023,0.00019703434054947264,0,False,True
298.1,308.2,1390.0,47.5,33.0,66025.0,2178825.0,10.099999999999966,0.0001529723589549408,0,True,False
298.0,308.1,1454.0,37.1,35.0,53943.4,1888019.0,10.100000000000023,0.0001872332852582526,0,True,False
298.0,308.1,1440.0,43.7,37.0,62928.00000000001,2328336.0000000005,10.100000000000023,0.00016050088990592458,0,False,False
297.9,308.0,1954.0,21.1,42.0,41229.4,1731634.8,10.100000000000023,0.0002449708217922168,0,True,False
297.9,308.0,1800.0,24.8,44.0,44640.0,1964160.0,10.100000000000023,0.00022625448028673885,0,False,False
298.0,308.0,1524.0,37.0,49.0,56388.0,2763012.0,10.0,0.0001773426970277364,0,True,False
298.0,308.0,1520.0,39.6,51.0,60192.0,3069792.0,10.0,0.0001661350345560872,0,False,False
298.1,308.1,1452.0,40.8,56.0,59241.6,3317529.6,10.0,0.00016880030249014208,0,False,True
298.1,308.1,1484.0,40.4,59.0,59953.6,3537262.4,10.0,0.00016679565530677056,0,True,False
298.1,308.0,1426.0,46.0,61.0,65596.0,4001356.0,9.899999999999977,0.0001509238368193179,0,True,False
298.1,308.0,1652.0,28.5,63.0,47082.0,2966166.0,9.899999999999977,0.00021027144131515181,0,True,False
298.0,308.0,1401.0,54.7,65.0,76634.7,4981255.5,10.0,0.0001304891909278695,0,True,False
298.0,307.9,1750.0,26.6,67.0,46550.0,3118850.0,9.899999999999977,0.00021267454350161068,0,False,True
298.0,308.0,1479.0,50.7,70.0,74985.3,5248971.0,10.0,0.00013335947178980413,0,False,False
298.0,308.0,1620.0,29.4,75.0,47628.0,3572100.0,10.0,0.00020996052742084487,0,False,True
298.0,308.1,1819.0,23.4,78.0,42564.6,3320038.8,10.100000000000023,0.00023728638352057868,0,True,False
298.1,308.1,1456.0,43.7,80.0,63627.200000000004,5090176.0,10.0,0.00015716548897326928,0,False,True
298.1,308.0,1626.0,36.5,83.0,59349.0,4925967.0,9.899999999999977,0.00016680988727695457,0,True,False
298.1,308.1,1390.0,49.8,85.0,69222.0,5883870.0,10.0,0.00014446274305856519,0,False,True
298.2,308.2,1469.0,43.0,88.0,63167.0,5558696.0,10.0,0.00015831051023477448,0,True,False
298.2,308.3,2051.0,19.2,90.0,39379.2,3544127.9999999995,10.100000000000023,0.00025648057857955526,0,True,False
298.2,308.3,1568.0,36.0,92.0,56448.0,5193216.0,10.100000000000023,0.00017892573696145166,0,True,False
298.2,308.3,1589.0,33.2,94.0,52754.8,4958951.2,10.100000000000023,0.0001914517731087981,0,True,False
298.2,308.3,1805.0,31.6,96.0,57038.0,5475648.0,10.100000000000023,0.00017707493250114,0,True,False
298.2,308.4,1385.0,42.2,98.0,58447.00000000001,5727806.000000001,10.199999999999989,0.00017451708385374763,0,False,False
298.1,308.4,1436.0,46.7,103.0,67061.2,6907303.6,10.299999999999955,0.0001535910481768885,0,True,False
298.1,308.4,1438.0,45.6,105.0,65572.8,6885144.0,10.299999999999955,0.0001570773247444055,0,True,False
298.0,308.3,1473.0,42.6,107.0,62749.8,6714228.600000001,10.300000000000011,0.0001641439494627873,0,True,False
298.1,308.4,1335.0,40.2,109.0,53667.00000000001,5849703.000000001,10.299999999999955,0.0001919242737622739,0,True,False
298.1,308.5,1392.0,44.8,111.0,62361.6,6922137.6,10.399999999999977,0.00016676929392446597,0,False,False
298.1,308.5,1372.0,51.1,116.0,70109.2,8132667.199999999,10.399999999999977,0.00014834001814312498,0,False,True
298.1,308.6,1716.0,30.7,119.0,52681.2,6269062.8,10.5,0.0001993120885629029,0,False,True
298.0,308.5,1395.0,46.2,122.0,64449.00000000001,7862778.000000001,10.5,0.0001629195177582274,0,True,False
298.0,308.5,1713.0,25.3,124.0,43338.9,5374023.600000001,10.5,0.0002422765690868942,0,True,False
297.9,308.5,2129.0,18.7,126.0,39812.299999999996,5016349.8,10.600000000000023,0.0002662493751930942,0,False,False
297.8,308.3,1567.0,35.6,131.0,55785.200000000004,7307861.2,10.5,0.00018822196568265417,0,False,True
297.8,308.4,1622.0,38.3,134.0,62122.6,8324428.399999999,10.599999999999966,0.0001706303342100937,0,True,False
297.7,308.4,1740.0,27.1,136.0,47154.0,6412944.0,10.699999999999989,0.00022691606226407068,0,True,False
297.8,308.4,1512.0,35.1,138.0,53071.200000000004,7323825.600000001,10.599999999999966,0.00019973168121316203,0,False,False
297.8,308.4,1479.0,43.5,143.0,64336.5,9200119.5,10.599999999999966,0.0001647587294925892,0,False,True
297.8,308.4,1737.0,27.5,146.0,47767.5,6974055.0,10.599999999999966,0.00022190820118281186,0,True,False
297.8,308.4,2129.0,19.2,148.0,40876.799999999996,6049766.399999999,10.599999999999966,0.00025931579771410596,0,True,False
297.8,308.4,1374.0,47.1,150.0,64715.4,9707310.0,10.599999999999966,0.00016379408919669762,0,True,False
297.8,308.4,1579.0,36.6,152.0,57791.4,8784292.8,10.599999999999966,0.00018341829407143563,0,False,True
297.9,308.5,1305.0,47.2,155.0,61596.00000000001,9547380.000000002,10.600000000000023,0.00017208909669459092,0,True,False
297.9,308.5,1449.0,40.8,157.0,59119.2,9281714.4,10.600000000000023,0.00017929877264915667,0,False,True
298.0,308.6,1526.0,41.8,160.0,63786.799999999996,10205888.0,10.600000000000023,0.00016617858240262911,0,False,False
298.0,308.6,1453.0,44.1,165.0,64077.3,10572754.5,10.600000000000023,0.00016542519737879129,0,False,True
297.9,308.6,1468.0,36.0,168.0,52848.0,8878464.0,10.700000000000045,0.0002024674538298525,0,True,False
298.0,308.6,1313.0,50.8,170.0,66700.4,11339067.999999998,10.600000000000023,0.00015891958668913566,0,True,False
297.9,308.5,1300.0,53.0,172.0,68900.0,11850800.0,10.600000000000023,0.00015384615384615418,0,False,True
297.9,308.4,1646.0,40.6,175.0,66827.6,11694830.000000002,10.5,0.00015712071060460049,0,True,False
297.8,308.4,1714.0,33.2,177.0,56904.8,10072149.6,10.599999999999966,0.00018627602592399876,0,True,False
297.8,308.4,1685.0,28.4,179.0,47854.0,8565866.0,10.599999999999966,0.00022150708404730985,0,True,False
297.8,308.4,1512.0,39.9,181.0,60328.799999999996,10919512.799999999,10.599999999999966,0.00017570380978902228,0,True,False
297.8,308.4,1612.0,32.1,183.0,51745.200000000004,9469371.600000001,10.599999999999966,0.00020484991844654124,0,True,False
297.8,308.4,1550.0,38.2,185.0,59210.00000000001,10953850.000000002,10.599999999999966,0.0001790238135450087,0,False,False
297.8,308.4,1518.0,32.5,190.0,49335.0,9373650.0,10.599999999999966,0.0002148576061619533,0,True,False
297.8,308.5,1448.0,40.0,192.0,57920.0,11120640.0,10.699999999999989,0.00018473756906077328,0,True,False
297.8,308.5,1561.0,46.3,194.0,72274.29999999999,14021214.199999997,10.699999999999989,0.00014804709281169087,0,True,False
297.8,308.5,1488.0,41.9,196.0,62347.2,12220051.2,10.699999999999989,0.0001716195755382758,0,False,True
297.8,308.5,1699.0,27.8,199.0,47232.200000000004,9399207.8,10.699999999999989,0.0002265403686468127,0,True,False
297.7,308.5,1501.0,41.4,201.0,62141.4,12490421.4,10.800000000000011,0.00017379717869246607,0,True,False
297.7,308.5,1373.0,56.7,203.0,77849.1,15803367.3,10.800000000000011,0.000138729927513613,4,True,False
297.6,308.4,1703.0,31.4,205.0,53474.2,10962211.0,10.799999999999955,0.00020196655583440155,0,False,False
297.7,308.5,1720.0,29.9,210.0,51428.0,10799880.0,10.800000000000011,0.00021000233335925978,0,False,False
297.6,308.4,1398.0,41.9,215.0,58576.2,12593883.0,10.799999999999955,0.0001843752240671118,0,False,True
297.6,308.4,1391.0,51.9,218.0,72192.9,15738052.2,10.799999999999955,0.00014959919881317907,0,False,True
297.6,308.3,1538.0,40.2,0.0,61827.600000000006,0.0,10.699999999999989,0.00017306186880939884,0,False,True
297.5,308.2,1647.0,31.3,3.0,51551.1,154653.3,10.699999999999989,0.00020756104137448065,0,True,False
297.5,308.1,1469.0,44.8,5.0,65811.2,329056.0,10.600000000000023,0.00016106680929689815,0,False,True
297.4,308.1,1749.0,25.9,8.0,45299.1,362392.8,10.700000000000045,0.0002362077833775957,0,True,False
297.6,308.2,1995.0,20.5,10.0,40897.5,408975.0,10.599999999999966,0.00025918454673268455,0,False,True
297.6,308.3,1742.0,27.7,13.0,48253.4,627294.2000000001,10.699999999999989,0.000221746032403934,0,True,False
297.5,308.2,1563.0,38.2,15.0,59706.600000000006,895599.0000000001,10.699999999999989,0.00017920966861284995,0,True,False
297.5,308.2,1713.0,32.2,17.0,55158.600000000006,937696.2000000001,10.699999999999989,0.00019398606926209126,0,False,True
297.4,308.1,1474.0,39.4,20.0,58075.6,1161512.0,10.700000000000045,0.00018424260791106842,0,True,False
297.4,308.2,1530.0,32.6,22.0,49878.0,1097316.0,10.800000000000011,0.0002165283291230605,0,False,True
297.4,308.2,1471.0,46.5,25.0,68401.5,1710037.5,10.800000000000011,0.00015789127431415994,0,True,False
297.5,308.3,1388.0,48.6,27.0,67456.8,1821333.6,10.800000000000011,0.00016010246557797005,0,True,False
297.5,308.2,2448.0,13.8,29.0,33782.4,979689.6000000001,10.699999999999989,0.0003167329733825894,0,False,True
297.5,308.3,1585.0,32.9,32.0,52146.5,1668688.0,10.800000000000011,0.00020710881842501437,0,True,False
297.5,308.3,1459.0,45.2,34.0,65946.8,2242191.2,10.800000000000011,0.00016376837086863973,0,False,True
297.5,308.3,1544.0,40.8,37.0,62995.2,2330822.4,10.800000000000011,0.00017144163364827815,0,True,False
297.6,308.3,1617.0,31.7,39.0,51258.9,1999097.1,10.699999999999989,0.000208744237586058,0,True,False
297.6,308.3,1595.0,34.3,41.0,54708.49999999999,2243048.4999999995,10.699999999999989,0.00019558203935403072,0,True,False
297.6,308.3,1400.0,44.3,43.0,62019.99999999999,2666859.9999999995,10.699999999999989,0.00017252499193808431,0,False,False
297.6,308.4,1611.0,31.0,48.0,49941.0,2397168.0,10.799999999999955,0.00021625518111371327,0,False,True
297.6,308.4,1507.0,46.0,51.0,69322.0,3535422.0,10.799999999999955,0.00015579469721012024,0,False,True
297.5,308.3,1674.0,30.0,54.0,50220.0,2711880.0,10.800000000000011,0.00021505376344086043,0,False,False
297.6,308.3,1658.0,34.3,59.0,56869.399999999994,3355294.5999999996,10.699999999999989,0.0001881503937090947,0,True,False
297.6,308.3,1623.0,36.9,61.0,59888.7,3653210.6999999997,10.699999999999989,0.00017866475645656008,0,True,False
297.6,308.4,1398.0,48.9,63.0,68362.2,4306818.6,10.799999999999955,0.00015798204270781155,0,False,True
297.6,308.4,1517.0,34.2,66.0,51881.4,3424172.4,10.799999999999955,0.0002081670887832625,0,True,False
297.6,308.3,1467.0,36.7,68.0,53838.9,3661045.2,10.699999999999989,0.0001987410589740873,0,False,True
297.6,308.3,1567.0,34.6,71.0,54218.200000000004,3849492.2,10.699999999999989,0.00019735070511378076,0,False,True
297.5,308.3,1521.0,38.2,74.0,58102.200000000004,4299562.800000001,10.800000000000011,0.0001858793642925743,0,False,True
297.5,308.3,1596.0,36.8,77.0,58732.799999999996,4522425.6,10.800000000000011,0.0001838836220987253,0,True,False
297.6,308.3,1640.0,30.9,79.0,50676.0,4003404.0,10.699999999999989,0.0002111453153366483,0,False,False
297.6,308.3,1438.0,47.8,84.0,68736.4,5773857.6,10.699999999999989,0.00015566715743041518,0,True,False
297.6,308.4,1407.0,55.2,86.0,77666.40000000001,6679310.4,10.799999999999955,0.00013905627143784126,0,True,False
297.6,308.4,1353.0,57.5,88.0,77797.5,6846180.0,10.799999999999955,0.000138821941579099,0,True,False
297.6,308.5,1552.0,40.9,90.0,63476.799999999996,5712912.0,10.899999999999977,0.00017171628059385442,0,False,True
297.6,308.4,1569.0,38.3,93.0,60092.7,5588621.1,10.799999999999955,0.00017972232900169164,0,False,True
297.5,308.4,1489.0,39.5,96.0,58815.5,5646288.0,10.899999999999977,0.00018532529690302687,0,True,False
297.5,308.4,1587.0,36.1,98.0,57290.700000000004,5614488.600000001,10.899999999999977,0.00019025775562176716,0,False,False
297.5,308.3,1622.0,37.2,103.0,60338.4,6214855.2,10.800000000000011,0.00017899049361600592,0,False,True
297.5,308.4,1604.0,38.1,106.0,61112.4,6477914.4,10.899999999999977,0.00017835987459173552,0,True,False
297.4,308.3,1405.0,51.7,108.0,72638.5,7844958.0,10.900000000000034,0.0001500581647473452,0,False,True
297.4,308.3,1412.0,42.0,111.0,59304.0,6582744.0,10.900000000000034,0.00018379873195737277,0,True,False
297.4,308.3,1431.0,43.0,113.0,61533.0,6953229.0,10.900000000000034,0.00017714072123901052,0,True,False
297.4,308.2,1533.0,37.4,115.0,57334.2,6593433.0,10.800000000000011,0.00018836924558117166,0,True,False
297.4,308.2,1401.0,51.9,117.0,72711.9,8507292.299999999,10.800000000000011,0.00014853139582379242,0,False,True
297.4,308.2,1424.0,53.9,120.0,76753.59999999999,9210431.999999998,10.800000000000011,0.00014071001229909753,0,False,True
297.3,308.2,1754.0,29.4,123.0,51567.6,6342814.8,10.899999999999977,0.00021137303267943394,0,True,False
297.3,308.2,1754.0,26.8,125.0,47007.200000000004,5875900.000000001,10.899999999999977,0.00023187937167072227,0,True,False
297.5,308.3,2564.0,12.8,127.0,32819.200000000004,4168038.4000000004,10.800000000000011,0.00032907566302652134,3,True,False
297.5,308.5,1546.0,40.4,129.0,62458.399999999994,8057133.6,11.0,0.0001761172236240442,0,True,False
297.5,308.5,1335.0,48.0,131.0,64080.0,8394480.0,11.0,0.00017166042446941322,0,True,False
297.5,308.6,1842.0,27.0,133.0,49734.0,6614622.0,11.100000000000023,0.0002231873567378458,0,False,True
297.5,308.5,1712.0,26.8,136.0,45881.6,6239897.6,11.0,0.00023974752406193334,0,True,False
297.6,308.6,1414.0,45.4,138.0,64195.6,8858992.799999999,11.0,0.00017135130756625066,0,False,True
297.6,308.7,1319.0,50.9,141.0,67137.09999999999,9466331.1,11.099999999999966,0.00016533332538938927,0,True,False
297.7,308.7,1249.0,60.4,143.0,75439.59999999999,10787862.799999999,11.0,0.0001458120138494902,0,True,False
297.6,308.7,1455.0,48.2,145.0,70131.0,10168995.0,11.099999999999966,0.00015827522778799627,0,True,False
297.6,308.7,1408.0,54.8,147.0,77158.4,11342284.799999999,11.099999999999966,0.0001438599037823486,0,False,True
297.6,308.7,1460.0,46.7,150.0,68182.0,10227300.0,11.099999999999966,0.00016279956586782386,0,True,False
297.6,308.6,1491.0,38.1,152.0,56807.1,8634679.2,11.0,0.00019363776711009715,0,True,False
297.6,308.5,1490.0,43.4,154.0,64666.0,9958564.0,10.899999999999977,0.00016855843874679085,0,False,True
297.5,308.4,1350.0,52.2,157.0,70470.0,11063790.0,10.899999999999977,0.00015467574854548003,0,False,True
297.5,308.4,1528.0,39.9,160.0,60967.2,9754752.0,10.899999999999977,0.00017878465798002824,0,True,False
297.4,308.3,1571.0,37.7,162.0,59226.700000000004,9594725.4,10.900000000000034,0.000184038617718023,0,True,False
297.4,308.3,1490.0,42.6,164.0,63474.0,10409736.0,10.900000000000034,0.00017172385543687233,0,True,False
297.4,308.3,1774.0,28.9,166.0,51268.6,8510587.6,10.900000000000034,0.00021260576649255165,0,False,True
297.4,308.3,1502.0,43.6,169.0,65487.200000000004,11067336.8,10.900000000000034,0.00016644474034620556,0,False,False
297.4,308.4,1392.0,49.7,174.0,69182.40000000001,12037737.600000001,11.0,0.00015899997687273063,0,True,False
297.4,308.5,2100.0,16.9,176.0,35490.0,6246240.0,11.100000000000023,0.0003127641589180057,0,True,False
297.5,308.5,1722.0,30.4,178.0,52348.799999999996,9318086.399999999,11.0,0.00021012898098905802,0,True,False
297.4,308.6,1678.0,32.3,180.0,54199.399999999994,9755891.999999998,11.200000000000045,0.00020664435399653957,0,True,False
297.3,308.6,1273.0,59.8,182.0,76125.4,13854822.799999999,11.300000000000011,0.00014843928570490287,0,True,False
297.3,308.6,1297.0,45.9,184.0,59532.299999999996,10953943.2,11.300000000000011,0.00018981292508436618,0,True,False
297.3,308.5,1350.0,57.6,186.0,77760.0,14463360.0,11.199999999999989,0.00014403292181069943,0,True,False
297.4,308.6,1439.0,51.9,188.0,74684.09999999999,14040610.799999999,11.200000000000045,0.00014996498585374994,0,True,False
297.4,308.5,1600.0,42.1,190.0,67360.0,12798400.0,11.100000000000023,0.00016478622327791007,0,False,True
297.4,308.6,1434.0,44.4,193.0,63669.6,12288232.799999999,11.200000000000045,0.0001759081256989214,0,False,True
297.4,308.6,1459.0,41.3,196.0,60256.7,11810313.2,11.200000000000045,0.00018587144666070405,0,True,False
297.5,308.6,1472.0,44.9,198.0,66092.8,13086374.4,11.100000000000023,0.00016794567638229917,0,False,True
297.5,308.7,1429.0,44.3,201.0,63304.7,12724244.7,11.199999999999989,0.00017692209267242384,0,True,False
297.5,308.6,1388.0,48.2,203.0,66901.6,13581024.8,11.100000000000023,0.00016591531443194217,0,True,False
297.4,308.4,1573.0,34.5,205.0,54268.5,11125042.5,11.0,0.0002026958548697679,0,True,False
297.4,308.4,1588.0,32.5,207.0,51610.0,10683270.0,11.0,0.00021313698895562876,0,True,False
297.5,308.4,1511.0,42.8,209.0,64670.799999999996,13516197.2,10.899999999999977,0.00016854592799223108,0,True,False
297.4,308.5,1495.0,37.8,211.0,56510.99999999999,11923820.999999998,11.100000000000023,0.00019642193555237077,0,True,False
297.4,308.4,1394.0,50.1,213.0,69839.40000000001,14875792.200000001,11.0,0.00015750421681744113,0,True,False
297.4,308.4,2151.0,17.7,0.0,38072.7,0.0,11.0,0.00028892093284689556,0,True,False
297.3,308.3,1501.0,38.2,2.0,57338.200000000004,114676.40000000001,11.0,0.0001918441806683851,0,False,True
297.3,308.3,1301.0,39.6,5.0,51519.6,257598.0,11.0,0.00021351097446408747,0,False,True
297.3,308.3,1657.0,31.1,8.0,51532.700000000004,412261.60000000003,11.0,0.00021345669836822054,0,False,True
297.3,308.3,1333.0,55.2,11.0,73581.6,809397.6000000001,11.0,0.00014949389521293365,0,True,False
297.3,308.3,1484.0,43.9,13.0,65147.6,846918.7999999999,11.0,0.00016884735585040737,0,True,False
297.3,308.4,1430.0,45.7,15.0,65351.00000000001,980265.0000000001,11.099999999999966,0.0001698520298082656,0,True,False
